Varga,Varga_Name,Influencing_Planet,Modifying_Planet,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,Rahu,Ketu
D45,Akshavedamsa,Jupiter,Mars,,47.9[G],8.6[G],67.8[G],52.4[G],53.7[G],10.5[G],,,68.1[G],1.4[G],26.6[G],58.7[G],7.6[G]
D45,Akshavedamsa,Jupiter,Mercury,,23.2[R],4.2[R],32.9[R],25.4[R],26.0[R],5.1[R],,,33.0[R],0.7[R],12.9[R],28.4[R],3.7[R]
D45,Akshavedamsa,Jupiter,Jupiter,,8.0[K],1.4[K],11.3[K],8.7[K],9.0[K],1.8[K],,,11.3[K],0.2[K],4.4[K],9.8[K],1.3[K]
D45,Akshavedamsa,Jupiter,Venus,,17.8[R],3.2[R],25.1[R],19.4[R],19.9[R],3.9[R],,,25.2[R],0.5[R],9.9[R],21.8[R],2.8[R]
D45,Akshavedamsa,Jupiter,Saturn,,,,,,,,,,,,,,
D45,Akshavedamsa,Saturn,Sun,,,,,,,,,,,,,,
D45,Akshavedamsa,Saturn,Moon,,6.7[R],21.6[R],16.7[R],10.3[R],6.3[R],20.2[R],15.1[R],12.6[R],22.0[R],,,6.1[R],
D45,Akshavedamsa,Saturn,Mars,,7.3[R],23.7[R],18.2[R],11.2[R],6.9[R],22.1[R],16.5[R],13.8[R],24.0[R],,,6.7[R],
D45,Akshavedamsa,Saturn,Mercury,,,,,,,,,,,,,,
D45,Akshavedamsa,Saturn,Jupiter,,,,,,,,,,,,,,
D45,Akshavedamsa,Saturn,Venus,,24.5[G],79.7[G],61.4[G],37.8[G],23.2[G],74.5[G],55.6[G],46.4[G],81.0[G],,,22.6[G],
D45,Akshavedamsa,Saturn,Saturn,,4.1[K],13.3[K],10.2[K],6.3[K],3.9[K],12.4[K],9.3[K],7.7[K],13.5[K],,,3.8[K],
D60,Shastiamsa,Sun,Sun,1.5[K],5.3[K],7.7[K],4.8[K],2.4[K],10.1[K],7.0[K],4.4[K],2.1[K],,,11.3[K],6.6[K],11.3[K]
D60,Shastiamsa,Sun,Moon,5.5[G],19.8[G],29.2[G],18.1[G],9.1[G],38.2[G],26.4[G],16.7[G],7.9[G],,,42.6[G],24.8[G],42.6[G]
D60,Shastiamsa,Sun,Mars,5.8[G],20.8[G],30.6[G],19.0[G],9.6[G],40.0[G],27.7[G],17.5[G],8.3[G],,,44.7[G],26.0[G],44.7[G]
D60,Shastiamsa,Sun,Mercury,,,,,,,,,,,,,,
D60,Shastiamsa,Sun,Jupiter,5.3[G],19.2[G],28.3[G],17.6[G],8.8[G],37.0[G],25.6[G],16.2[G],7.6[G],,,41.2[G],24.0[G],41.2[G]
D60,Shastiamsa,Sun,Venus,,,,,,,,,,,,,,
D60,Shastiamsa,Sun,Saturn,,,,,,,,,,,,,,
D60,Shastiamsa,Moon,Sun,,13.2[G],12.9[G],45.5[G],32.9[G],18.6[G],5.6[G],,,47.4[G],2.7[G],21.9[G],28.5[G],7.0[G]
D60,Shastiamsa,Moon,Moon,,4.4[K],4.3[K],15.1[K],10.9[K],6.2[K],1.9[K],,,15.8[K],0.9[K],7.3[K],9.5[K],2.3[K]
D60,Shastiamsa,Moon,Mars,,,,,,,,,,,,,,
D60,Shastiamsa,Moon,Mercury,,14.2[G],13.8[G],48.9[G],35.3[G],20.0[G],6.0[G],,,50.9[G],2.9[G],23.6[G],30.6[G],7.6[G]
D60,Shastiamsa,Moon,Jupiter,,26.4[G],25.6[G],90.7[G],65.6[G],37.2[G],11.2[G],,,94.5[G],5.3[G],43.7[G],56.9[G],14.0[G]
D60,Shastiamsa,Moon,Venus,,,,,,,,,,,,,,
D60,Shastiamsa,Moon,Saturn,,,,,,,,,,,,,,
D60,Shastiamsa,Mercury,Sun,5.2[G],29.9[G],69.1[G],50.8[G],3.9[G],91.7[G],65.7[G],44.1[G],24.5[G],3.5[G],,94.5[G],27.0[G],94.5[G]
D60,Shastiamsa,Mercury,Moon,2.3[R],13.3[R],30.8[R],22.6[R],1.7[R],40.9[R],29.3[R],19.6[R],10.9[R],1.6[R],,42.1[R],12.0[R],42.1[R]
D60,Shastiamsa,Mercury,Mars,,,,,,,,,,,,,,
D60,Shastiamsa,Mercury,Mercury,0.9[K],5.0[K],11.5[K],8.5[K],0.7[K],15.3[K],11.0[K],7.4[K],4.1[K],0.6[K],,15.8[K],4.5[K],15.8[K]
D60,Shastiamsa,Mercury,Jupiter,,,,,,,,,,,,,,
D60,Shastiamsa,Mercury,Venus,,,,,,,,,,,,,,
D60,Shastiamsa,Mercury,Saturn,,,,,,,,,,,,,,
D60,Shastiamsa,Jupiter,Sun,,,,,,,,,,,,,,
D60,Shastiamsa,Jupiter,Moon,,49.4[G],8.9[G],69.9[G],54.1[G],55.4[G],10.8[G],,,70.2[G],1.4[G],27.4[G],60.5[G],7.9[G]
D60,Shastiamsa,Jupiter,Mars,,49.4[G],8.9[G],69.9[G],54.1[G],55.4[G],10.8[G],,,70.2[G],1.4[G],27.4[G],60.5[G],7.9[G]
D60,Shastiamsa,Jupiter,Mercury,,24.0[R],4.3[R],34.0[R],26.2[R],26.9[R],5.3[R],,,34.1[R],0.7[R],13.3[R],29.4[R],3.8[R]
D60,Shastiamsa,Jupiter,Jupiter,,8.2[K],1.5[K],11.7[K],9.0[K],9.2[K],1.8[K],,,11.7[K],0.2[K],4.6[K],10.1[K],1.3[K]
D60,Shastiamsa,Jupiter,Venus,,18.7[R],3.4[R],26.5[R],20.5[R],21.0[R],4.1[R],,,26.6[R],0.5[R],10.4[R],23.0[R],3.0[R]
D60,Shastiamsa,Jupiter,Saturn,,,,,,,,,,,,,,
D60,Shastiamsa,Saturn,Sun,,,,,,,,,,,,,,
D60,Shastiamsa,Saturn,Moon,,6.7[R],21.8[R],16.8[R],10.3[R],6.4[R],20.3[R],15.2[R],12.7[R],22.1[R],,,6.2[R],
D60,Shastiamsa,Saturn,Mars,,7.3[R],23.8[R],18.3[R],11.3[R],6.9[R],22.2[R],16.6[R],13.9[R],24.2[R],,,6.8[R],
D60,Shastiamsa,Saturn,Mercury,,,,,,,,,,,,,,
D60,Shastiamsa,Saturn,Jupiter,,,,,,,,,,,,,,
D60,Shastiamsa,Saturn,Venus,,24.6[G],79.9[G],61.5[G],37.9[G],23.3[G],74.6[G],55.7[G],46.5[G],81.2[G],,,22.7[G],
D60,Shastiamsa,Saturn,Saturn,,4.1[K],13.3[K],10.3[K],6.3[K],3.9[K],12.4[K],9.3[K],7.8[K],13.5[K],,,3.8[K],
