Varga,Varga_Name,Giver,Receiver,Is_Diagonal,Raw_Text,Value_1,Color_1,Value_2,Color_2,Vimsho_Score,Net_Modifier
D12,Dvadasamsa,Jupiter,Moon,False,42.6[G],42.6,G,,,,46.0
D12,Dvadasamsa,Jupiter,Mars,False,42.5[G],42.5,G,,,,98.3
D12,Dvadasamsa,Jupiter,Mercury,False,,,,,,,45.3
D12,Dvadasamsa,Jupiter,Jupiter,True,11.6,11.6,K,,,11.6,94.8
D12,Dvadasamsa,Jupiter,Venus,False,,,,,,,-14.1
D12,Dvadasamsa,Jupiter,Saturn,False,,,,,,,3.7
D12,Dvadasamsa,Venus,Sun,False,,,,,,,18.0
D12,Dvadasamsa,Venus,Moon,False,,,,,,,46.0
D12,Dvadasamsa,Venus,Mars,False,,,,,,,98.3
D12,Dvadasamsa,Venus,Mercury,False,,,,,,,45.3
D12,Dvadasamsa,Venus,Jupiter,False,8.6[R],8.6,R,,,,94.8
D12,Dvadasamsa,Venus,Venus,True,15.3,15.3,K,,,15.3,-14.1
D12,Dvadasamsa,Venus,Saturn,False,40.5[G],40.5,G,,,,3.7
D12,Dvadasamsa,Saturn,Sun,False,,,,,,,18.0
D12,Dvadasamsa,Saturn,Moon,False,,,,,,,46.0
D12,Dvadasamsa,Saturn,Mars,False,,,,,,,98.3
D12,Dvadasamsa,Saturn,Mercury,False,,,,,,,45.3
D12,Dvadasamsa,Saturn,Jupiter,False,,,,,,,94.8
D12,Dvadasamsa,Saturn,Venus,False,14.1[R],14.1,R,,,,-14.1
D12,Dvadasamsa,Saturn,Saturn,True,13.5,13.5,K,,,13.5,3.7
D16,Shodamsa,Sun,Sun,True,11.3,11.3,K,,,11.3,26.8
D16,Shodamsa,Sun,Moon,False,0.1[G],0.1,G,,,,51.0
D16,Shodamsa,Sun,Mars,False,1.0[G],1.0,G,,,,103.3
D16,Shodamsa,Sun,Mercury,False,47.3[G],47.3,G,,,,42.1
D16,Shodamsa,Sun,Jupiter,False,,,,,,,95.8
D16,Shodamsa,Sun,Venus,False,7.4[R],7.4,R,,,,-19.6
D16,Shodamsa,Sun,Saturn,False,,,,,,,5.8
D16,Shodamsa,Moon,Sun,False,8.7[G],8.7,G,,,,26.8
D16,Shodamsa,Moon,Moon,True,15.8,15.8,K,,,15.8,51.0
D16,Shodamsa,Moon,Mars,False,44.5[G],44.5,G,,,,103.3
D16,Shodamsa,Moon,Mercury,False,5.2[R],5.2,R,,,,42.1
D16,Shodamsa,Moon,Jupiter,False,35.1[G],35.1,G,,,,95.8
D16,Shodamsa,Moon,Venus,False,14.4[R],14.4,R,,,,-19.6
D16,Shodamsa,Moon,Saturn,False,18.8[R],18.8,R,,,,5.8
D16,Shodamsa,Mars,Sun,False,10.8[G],10.8,G,,,,26.8
D16,Shodamsa,Mars,Moon,False,,,,,,,51.0
D16,Shodamsa,Mars,Mars,True,14.8*2,14.8,K,,,14.8*2,103.3
D16,Shodamsa,Mars,Mercury,False,,,,,,,42.1
D16,Shodamsa,Mars,Jupiter,False,35.1[G],35.1,G,,,,95.8
D16,Shodamsa,Mars,Venus,False,,,,,,,-19.6
D16,Shodamsa,Mars,Saturn,False,16.7[R],16.7,R,,,,5.8
D16,Shodamsa,Mercury,Sun,False,,,,,,,26.8
D16,Shodamsa,Mercury,Moon,False,3.6[G],3.6,G,,,,51.0
D16,Shodamsa,Mercury,Mars,False,1.5[R],1.5,R,,,,103.3
D16,Shodamsa,Mercury,Mercury,True,15.8,15.8,K,,,15.8,42.1
D16,Shodamsa,Mercury,Jupiter,False,1.0[R],1.0,R,,,,95.8
D16,Shodamsa,Mercury,Venus,False,2.2[G],2.2,G,,,,-19.6
D16,Shodamsa,Mercury,Saturn,False,,,,,,,5.8
D16,Shodamsa,Jupiter,Sun,False,7.3[G],7.3,G,,,,26.8
D16,Shodamsa,Jupiter,Moon,False,47.3[G],47.3,G,,,,51.0
D16,Shodamsa,Jupiter,Mars,False,44.5[G],44.5,G,,,,103.3
D16,Shodamsa,Jupiter,Mercury,False,,,,,,,42.1
D16,Shodamsa,Jupiter,Jupiter,True,11.7,11.7,K,,,11.7,95.8
D16,Shodamsa,Jupiter,Venus,False,,,,,,,-19.6
D16,Shodamsa,Jupiter,Saturn,False,,,,,,,5.8
D16,Shodamsa,Venus,Sun,False,,,,,,,26.8
D16,Shodamsa,Venus,Moon,False,,,,,,,51.0
D16,Shodamsa,Venus,Mars,False,,,,,,,103.3
D16,Shodamsa,Venus,Mercury,False,,,,,,,42.1
D16,Shodamsa,Venus,Jupiter,False,8.5[R],8.5,R,,,,95.8
D16,Shodamsa,Venus,Venus,True,15.2,15.2,K,,,15.2,-19.6
D16,Shodamsa,Venus,Saturn,False,41.3[G],41.3,G,,,,5.8
D16,Shodamsa,Saturn,Sun,False,,,,,,,26.8
D16,Shodamsa,Saturn,Moon,False,,,,,,,51.0
D16,Shodamsa,Saturn,Mars,False,,,,,,,103.3
D16,Shodamsa,Saturn,Mercury,False,,,,,,,42.1
D16,Shodamsa,Saturn,Jupiter,False,,,,,,,95.8
D16,Shodamsa,Saturn,Venus,False,14.4[R],14.4,R,,,,-19.6
D16,Shodamsa,Saturn,Saturn,True,13.8,13.8,K,,,13.8,5.8
D20,Vimsamsa,Sun,Sun,True,11.5,11.5,K,,,11.5,27.3
D20,Vimsamsa,Sun,Moon,False,0.1[G],0.1,G,,,,48.3
D20,Vimsamsa,Sun,Mars,False,1.0[G],1.0,G,,,,97.6
D20,Vimsamsa,Sun,Mercury,False,49.0[G],49.0,G,,,,44.5
D20,Vimsamsa,Sun,Jupiter,False,,,,,,,92.3
D20,Vimsamsa,Sun,Venus,False,,,,,,,-15.3
D20,Vimsamsa,Sun,Saturn,False,,,,,,,5.6
D20,Vimsamsa,Moon,Sun,False,8.8[G],8.8,G,,,,27.3
D20,Vimsamsa,Moon,Moon,True,14.9,14.9,K,,,14.9,48.3
D20,Vimsamsa,Moon,Mars,False,42.1[G],42.1,G,,,,97.6
D20,Vimsamsa,Moon,Mercury,False,4.5[R],4.5,R,,,,44.5
D20,Vimsamsa,Moon,Jupiter,False,34.0[G],34.0,G,,,,92.3
D20,Vimsamsa,Moon,Venus,False,15.3[R],15.3,R,,,,-15.3
D20,Vimsamsa,Moon,Saturn,False,18.8[R],18.8,R,,,,5.6
D20,Vimsamsa,Mars,Sun,False,11.0[G],11.0,G,,,,27.3
D20,Vimsamsa,Mars,Moon,False,,,,,,,48.3
D20,Vimsamsa,Mars,Mars,True,14.1*2,14.1,K,,,14.1*2,97.6
D20,Vimsamsa,Mars,Mercury,False,,,,,,,44.5
D20,Vimsamsa,Mars,Jupiter,False,34.0[G],34.0,G,,,,92.3
D20,Vimsamsa,Mars,Venus,False,,,,,,,-15.3
D20,Vimsamsa,Mars,Saturn,False,16.7[R],16.7,R,,,,5.6
D20,Vimsamsa,Mercury,Sun,False,,,,,,,27.3
D20,Vimsamsa,Mercury,Moon,False,3.4[G],3.4,G,,,,48.3
D20,Vimsamsa,Mercury,Mars,False,1.7[R],1.7,R,,,,97.6
D20,Vimsamsa,Mercury,Mercury,True,16.3,16.3,K,,,16.3,44.5
D20,Vimsamsa,Mercury,Jupiter,False,1.1[R],1.1,R,,,,92.3
D20,Vimsamsa,Mercury,Venus,False,2.2[G],2.2,G,,,,-15.3
D20,Vimsamsa,Mercury,Saturn,False,,,,,,,5.6
D20,Vimsamsa,Jupiter,Sun,False,7.5[G],7.5,G,,,,27.3
D20,Vimsamsa,Jupiter,Moon,False,44.7[G],44.7,G,,,,48.3
D20,Vimsamsa,Jupiter,Mars,False,42.1[G],42.1,G,,,,97.6
D20,Vimsamsa,Jupiter,Mercury,False,,,,,,,44.5
D20,Vimsamsa,Jupiter,Jupiter,True,11.3,11.3,K,,,11.3,92.3
D20,Vimsamsa,Jupiter,Venus,False,,,,,,,-15.3
D20,Vimsamsa,Jupiter,Saturn,False,,,,,,,5.6
D20,Vimsamsa,Venus,Sun,False,,,,,,,27.3
D20,Vimsamsa,Venus,Moon,False,,,,,,,48.3
D20,Vimsamsa,Venus,Mars,False,,,,,,,97.6
D20,Vimsamsa,Venus,Mercury,False,,,,,,,44.5
D20,Vimsamsa,Venus,Jupiter,False,8.8[R],8.8,R,,,,92.3
D20,Vimsamsa,Venus,Venus,True,14.9,14.9,K,,,14.9,-15.3
D20,Vimsamsa,Venus,Saturn,False,41.2[G],41.2,G,,,,5.6
D20,Vimsamsa,Saturn,Sun,False,,,,,,,27.3
D20,Vimsamsa,Saturn,Moon,False,,,,,,,48.3
D20,Vimsamsa,Saturn,Mars,False,,,,,,,97.6
D20,Vimsamsa,Saturn,Mercury,False,,,,,,,44.5
D20,Vimsamsa,Saturn,Jupiter,False,,,,,,,92.3
D20,Vimsamsa,Saturn,Venus,False,15.3[R],15.3,R,,,,-15.3
D20,Vimsamsa,Saturn,Saturn,True,13.7,13.7,K,,,13.7,5.6
D24,Chaturvimsamsa,Sun,Sun,True,11.5,11.5,K,,,11.5,27.3
D24,Chaturvimsamsa,Sun,Moon,False,0.1[G],0.1,G,,,,48.3
D24,Chaturvimsamsa,Sun,Mars,False,1.0[G],1.0,G,,,,97.6
D24,Chaturvimsamsa,Sun,Mercury,False,49.0[G],49.0,G,,,,44.5
D24,Chaturvimsamsa,Sun,Jupiter,False,,,,,,,92.3
D24,Chaturvimsamsa,Sun,Venus,False,,,,,,,-15.3
D24,Chaturvimsamsa,Sun,Saturn,False,2.0[R],2.0,R,,,,3.6
D24,Chaturvimsamsa,Moon,Sun,False,8.8[G],8.8,G,,,,27.3
D24,Chaturvimsamsa,Moon,Moon,True,14.9,14.9,K,,,14.9,48.3
D24,Chaturvimsamsa,Moon,Mars,False,42.1[G],42.1,G,,,,97.6
D24,Chaturvimsamsa,Moon,Mercury,False,4.5[R],4.5,R,,,,44.5
D24,Chaturvimsamsa,Moon,Jupiter,False,34.0[G],34.0,G,,,,92.3
D24,Chaturvimsamsa,Moon,Venus,False,15.3[R],15.3,R,,,,-15.3
D24,Chaturvimsamsa,Moon,Saturn,False,18.8[R],18.8,R,,,,3.6
D24,Chaturvimsamsa,Mars,Sun,False,11.0[G],11.0,G,,,,27.3
D24,Chaturvimsamsa,Mars,Moon,False,,,,,,,48.3
D24,Chaturvimsamsa,Mars,Mars,True,14.1*2,14.1,K,,,14.1*2,97.6
D24,Chaturvimsamsa,Mars,Mercury,False,,,,,,,44.5
D24,Chaturvimsamsa,Mars,Jupiter,False,34.0[G],34.0,G,,,,92.3
D24,Chaturvimsamsa,Mars,Venus,False,,,,,,,-15.3
D24,Chaturvimsamsa,Mars,Saturn,False,16.7[R],16.7,R,,,,3.6
D24,Chaturvimsamsa,Mercury,Sun,False,,,,,,,27.3
D24,Chaturvimsamsa,Mercury,Moon,False,3.4[G],3.4,G,,,,48.3
D24,Chaturvimsamsa,Mercury,Mars,False,1.7[R],1.7,R,,,,97.6
D24,Chaturvimsamsa,Mercury,Mercury,True,16.3,16.3,K,,,16.3,44.5
D24,Chaturvimsamsa,Mercury,Jupiter,False,1.1[R],1.1,R,,,,92.3
D24,Chaturvimsamsa,Mercury,Venus,False,2.2[G],2.2,G,,,,-15.3
D24,Chaturvimsamsa,Mercury,Saturn,False,,,,,,,3.6
D24,Chaturvimsamsa,Jupiter,Sun,False,7.5[G],7.5,G,,,,27.3
D24,Chaturvimsamsa,Jupiter,Moon,False,44.7[G],44.7,G,,,,48.3
D24,Chaturvimsamsa,Jupiter,Mars,False,42.1[G],42.1,G,,,,97.6
D24,Chaturvimsamsa,Jupiter,Mercury,False,,,,,,,44.5
D24,Chaturvimsamsa,Jupiter,Jupiter,True,11.3,11.3,K,,,11.3,92.3
D24,Chaturvimsamsa,Jupiter,Venus,False,,,,,,,-15.3
D24,Chaturvimsamsa,Jupiter,Saturn,False,,,,,,,3.6
D24,Chaturvimsamsa,Venus,Sun,False,,,,,,,27.3
D24,Chaturvimsamsa,Venus,Moon,False,,,,,,,48.3
D24,Chaturvimsamsa,Venus,Mars,False,,,,,,,97.6
D24,Chaturvimsamsa,Venus,Mercury,False,,,,,,,44.5
D24,Chaturvimsamsa,Venus,Jupiter,False,8.8[R],8.8,R,,,,92.3
D24,Chaturvimsamsa,Venus,Venus,True,14.9,14.9,K,,,14.9,-15.3
D24,Chaturvimsamsa,Venus,Saturn,False,41.2[G],41.2,G,,,,3.6
D24,Chaturvimsamsa,Saturn,Sun,False,,,,,,,27.3
D24,Chaturvimsamsa,Saturn,Moon,False,,,,,,,48.3
D24,Chaturvimsamsa,Saturn,Mars,False,,,,,,,97.6
D24,Chaturvimsamsa,Saturn,Mercury,False,,,,,,,44.5
D24,Chaturvimsamsa,Saturn,Jupiter,False,,,,,,,92.3
D24,Chaturvimsamsa,Saturn,Venus,False,15.3[R],15.3,R,,,,-15.3
D24,Chaturvimsamsa,Saturn,Saturn,True,13.7,13.7,K,,,13.7,3.6
D27,Bhamsa,Sun,Sun,True,11.5,11.5,K,,,11.5,27.3
D27,Bhamsa,Sun,Moon,False,0.1[G],0.1,G,,,,48.3
D27,Bhamsa,Sun,Mars,False,1.0[G],1.0,G,,,,97.6
D27,Bhamsa,Sun,Mercury,False,49.0[G],49.0,G,,,,44.5
D27,Bhamsa,Sun,Jupiter,False,,,,,,,92.3
D27,Bhamsa,Sun,Venus,False,,,,,,,-15.3
D27,Bhamsa,Sun,Saturn,False,,,,,,,5.6
D27,Bhamsa,Moon,Sun,False,8.8[G],8.8,G,,,,27.3
D27,Bhamsa,Moon,Moon,True,14.9,14.9,K,,,14.9,48.3
D27,Bhamsa,Moon,Mars,False,42.1[G],42.1,G,,,,97.6
D27,Bhamsa,Moon,Mercury,False,4.5[R],4.5,R,,,,44.5
D27,Bhamsa,Moon,Jupiter,False,34.0[G],34.0,G,,,,92.3
D27,Bhamsa,Moon,Venus,False,15.3[R],15.3,R,,,,-15.3
D27,Bhamsa,Moon,Saturn,False,18.8[R],18.8,R,,,,5.6
D27,Bhamsa,Mars,Sun,False,11.0[G],11.0,G,,,,27.3
D27,Bhamsa,Mars,Moon,False,,,,,,,48.3
D27,Bhamsa,Mars,Mars,True,14.1*2,14.1,K,,,14.1*2,97.6
D27,Bhamsa,Mars,Mercury,False,,,,,,,44.5
D27,Bhamsa,Mars,Jupiter,False,34.0[G],34.0,G,,,,92.3
D27,Bhamsa,Mars,Venus,False,,,,,,,-15.3
D27,Bhamsa,Mars,Saturn,False,16.7[R],16.7,R,,,,5.6
D27,Bhamsa,Mercury,Sun,False,,,,,,,27.3
D27,Bhamsa,Mercury,Moon,False,3.4[G],3.4,G,,,,48.3
D27,Bhamsa,Mercury,Mars,False,1.7[R],1.7,R,,,,97.6
D27,Bhamsa,Mercury,Mercury,True,16.3,16.3,K,,,16.3,44.5
D27,Bhamsa,Mercury,Jupiter,False,1.1[R],1.1,R,,,,92.3
D27,Bhamsa,Mercury,Venus,False,2.2[G],2.2,G,,,,-15.3
D27,Bhamsa,Mercury,Saturn,False,,,,,,,5.6
D27,Bhamsa,Jupiter,Sun,False,7.5[G],7.5,G,,,,27.3
D27,Bhamsa,Jupiter,Moon,False,44.7[G],44.7,G,,,,48.3
D27,Bhamsa,Jupiter,Mars,False,42.1[G],42.1,G,,,,97.6
D27,Bhamsa,Jupiter,Mercury,False,,,,,,,44.5
D27,Bhamsa,Jupiter,Jupiter,True,11.3,11.3,K,,,11.3,92.3
D27,Bhamsa,Jupiter,Venus,False,,,,,,,-15.3
D27,Bhamsa,Jupiter,Saturn,False,,,,,,,5.6
D27,Bhamsa,Venus,Sun,False,,,,,,,27.3
D27,Bhamsa,Venus,Moon,False,,,,,,,48.3
D27,Bhamsa,Venus,Mars,False,,,,,,,97.6
D27,Bhamsa,Venus,Mercury,False,,,,,,,44.5
D27,Bhamsa,Venus,Jupiter,False,8.8[R],8.8,R,,,,92.3
D27,Bhamsa,Venus,Venus,True,14.9,14.9,K,,,14.9,-15.3
D27,Bhamsa,Venus,Saturn,False,41.2[G],41.2,G,,,,5.6
D27,Bhamsa,Saturn,Sun,False,,,,,,,27.3
D27,Bhamsa,Saturn,Moon,False,,,,,,,48.3
D27,Bhamsa,Saturn,Mars,False,,,,,,,97.6
D27,Bhamsa,Saturn,Mercury,False,,,,,,,44.5
D27,Bhamsa,Saturn,Jupiter,False,,,,,,,92.3
D27,Bhamsa,Saturn,Venus,False,15.3[R],15.3,R,,,,-15.3
D27,Bhamsa,Saturn,Saturn,True,13.7,13.7,K,,,13.7,5.6
D30,Trimsamsa,Sun,Sun,True,7.6,7.6,K,,,7.6,18.0
D30,Trimsamsa,Sun,Moon,False,0.1[G],0.1,G,,,,46.0
D30,Trimsamsa,Sun,Mars,False,1.0[G],1.0,G,,,,98.3
D30,Trimsamsa,Sun,Mercury,False,60.0[R] 49.5[G],60.0,R,49.5,G,,-14.7
D30,Trimsamsa,Sun,Jupiter,False,,,,,,,94.8
D30,Trimsamsa,Sun,Venus,False,,,,,,,-14.1
D30,Trimsamsa,Sun,Saturn,False,,,,,,,3.7
D30,Trimsamsa,Moon,Sun,False,5.8[G],5.8,G,,,,18.0
D30,Trimsamsa,Moon,Moon,True,14.2,14.2,K,,,14.2,46.0
D30,Trimsamsa,Moon,Mars,False,42.5[G],42.5,G,,,,98.3
D30,Trimsamsa,Moon,Mercury,False,4.2[R],4.2,R,,,,-14.7
D30,Trimsamsa,Moon,Jupiter,False,34.8[G],34.8,G,,,,94.8
D30,Trimsamsa,Moon,Venus,False,14.1[R],14.1,R,,,,-14.1
D30,Trimsamsa,Moon,Saturn,False,19.5[R],19.5,R,,,,3.7
D30,Trimsamsa,Mars,Sun,False,7.2[G],7.2,G,,,,18.0
D30,Trimsamsa,Mars,Moon,False,,,,,,,46.0
D30,Trimsamsa,Mars,Mars,True,14.2*2,14.2,K,,,14.2*2,98.3
D30,Trimsamsa,Mars,Mercury,False,,,,,,,-14.7
D30,Trimsamsa,Mars,Jupiter,False,34.8[G],34.8,G,,,,94.8
D30,Trimsamsa,Mars,Venus,False,,,,,,,-14.1
D30,Trimsamsa,Mars,Saturn,False,17.3[R],17.3,R,,,,3.7
D30,Trimsamsa,Mercury,Sun,False,,,,,,,18.0
D30,Trimsamsa,Mercury,Moon,False,3.3[G],3.3,G,,,,46.0
D30,Trimsamsa,Mercury,Mars,False,1.7[R],1.7,R,,,,98.3
D30,Trimsamsa,Mercury,Mercury,True,16.5,16.5,K,,,16.5,-14.7
D30,Trimsamsa,Mercury,Jupiter,False,1.0[R],1.0,R,,,,94.8
D30,Trimsamsa,Mercury,Venus,False,2.2[G],2.2,G,,,,-14.1
D30,Trimsamsa,Mercury,Saturn,False,,,,,,,3.7
D30,Trimsamsa,Jupiter,Sun,False,4.9[G],4.9,G,,,,18.0
D30,Trimsamsa,Jupiter,Moon,False,42.6[G],42.6,G,,,,46.0
D30,Trimsamsa,Jupiter,Mars,False,42.5[G],42.5,G,,,,98.3
D30,Trimsamsa,Jupiter,Mercury,False,,,,,,,-14.7
D30,Trimsamsa,Jupiter,Jupiter,True,11.6,11.6,K,,,11.6,94.8
D30,Trimsamsa,Jupiter,Venus,False,,,,,,,-14.1
D30,Trimsamsa,Jupiter,Saturn,False,,,,,,,3.7
D30,Trimsamsa,Venus,Sun,False,,,,,,,18.0
D30,Trimsamsa,Venus,Moon,False,,,,,,,46.0
D30,Trimsamsa,Venus,Mars,False,,,,,,,98.3
D30,Trimsamsa,Venus,Mercury,False,,,,,,,-14.7
D30,Trimsamsa,Venus,Jupiter,False,8.6[R],8.6,R,,,,94.8
D30,Trimsamsa,Venus,Venus,True,15.3,15.3,K,,,15.3,-14.1
D30,Trimsamsa,Venus,Saturn,False,40.5[G],40.5,G,,,,3.7
D30,Trimsamsa,Saturn,Sun,False,,,,,,,18.0
D30,Trimsamsa,Saturn,Moon,False,,,,,,,46.0
D30,Trimsamsa,Saturn,Mars,False,,,,,,,98.3
D30,Trimsamsa,Saturn,Mercury,False,,,,,,,-14.7
D30,Trimsamsa,Saturn,Jupiter,False,,,,,,,94.8
D30,Trimsamsa,Saturn,Venus,False,14.1[R],14.1,R,,,,-14.1
D30,Trimsamsa,Saturn,Saturn,True,13.5,13.5,K,,,13.5,3.7
D40,Khavedamsa,Sun,Sun,True,11.5,11.5,K,,,11.5,27.3
D40,Khavedamsa,Sun,Moon,False,0.1[G],0.1,G,,,,48.3
D40,Khavedamsa,Sun,Mars,False,1.0[G],1.0,G,,,,97.6
D40,Khavedamsa,Sun,Mercury,False,60.0[R] 49.0[G],60.0,R,49.0,G,,-15.5
D40,Khavedamsa,Sun,Jupiter,False,,,,,,,92.3
D40,Khavedamsa,Sun,Venus,False,,,,,,,-15.3
D40,Khavedamsa,Sun,Saturn,False,2.0[R],2.0,R,,,,3.6
D40,Khavedamsa,Moon,Sun,False,8.8[G],8.8,G,,,,27.3
D40,Khavedamsa,Moon,Moon,True,14.9,14.9,K,,,14.9,48.3
D40,Khavedamsa,Moon,Mars,False,42.1[G],42.1,G,,,,97.6
D40,Khavedamsa,Moon,Mercury,False,4.5[R],4.5,R,,,,-15.5
D40,Khavedamsa,Moon,Jupiter,False,34.0[G],34.0,G,,,,92.3
D40,Khavedamsa,Moon,Venus,False,15.3[R],15.3,R,,,,-15.3
D40,Khavedamsa,Moon,Saturn,False,18.8[R],18.8,R,,,,3.6
D40,Khavedamsa,Mars,Sun,False,11.0[G],11.0,G,,,,27.3
D40,Khavedamsa,Mars,Moon,False,,,,,,,48.3
D40,Khavedamsa,Mars,Mars,True,14.1*2,14.1,K,,,14.1*2,97.6
D40,Khavedamsa,Mars,Mercury,False,,,,,,,-15.5
D40,Khavedamsa,Mars,Jupiter,False,34.0[G],34.0,G,,,,92.3
D40,Khavedamsa,Mars,Venus,False,,,,,,,-15.3
D40,Khavedamsa,Mars,Saturn,False,16.7[R],16.7,R,,,,3.6
D40,Khavedamsa,Mercury,Sun,False,,,,,,,27.3
D40,Khavedamsa,Mercury,Moon,False,3.4[G],3.4,G,,,,48.3
D40,Khavedamsa,Mercury,Mars,False,1.7[R],1.7,R,,,,97.6
D40,Khavedamsa,Mercury,Mercury,True,16.3,16.3,K,,,16.3,-15.5
D40,Khavedamsa,Mercury,Jupiter,False,1.1[R],1.1,R,,,,92.3
D40,Khavedamsa,Mercury,Venus,False,2.2[G],2.2,G,,,,-15.3
D40,Khavedamsa,Mercury,Saturn,False,,,,,,,3.6
D40,Khavedamsa,Jupiter,Sun,False,7.5[G],7.5,G,,,,27.3
D40,Khavedamsa,Jupiter,Moon,False,44.7[G],44.7,G,,,,48.3
D40,Khavedamsa,Jupiter,Mars,False,42.1[G],42.1,G,,,,97.6
D40,Khavedamsa,Jupiter,Mercury,False,,,,,,,-15.5
D40,Khavedamsa,Jupiter,Jupiter,True,11.3,11.3,K,,,11.3,92.3
D40,Khavedamsa,Jupiter,Venus,False,,,,,,,-15.3
D40,Khavedamsa,Jupiter,Saturn,False,,,,,,,3.6
D40,Khavedamsa,Venus,Sun,False,,,,,,,27.3
D40,Khavedamsa,Venus,Moon,False,,,,,,,48.3
D40,Khavedamsa,Venus,Mars,False,,,,,,,97.6
D40,Khavedamsa,Venus,Mercury,False,,,,,,,-15.5
D40,Khavedamsa,Venus,Jupiter,False,8.8[R],8.8,R,,,,92.3
D40,Khavedamsa,Venus,Venus,True,14.9,14.9,K,,,14.9,-15.3
D40,Khavedamsa,Venus,Saturn,False,41.2[G],41.2,G,,,,3.6
D40,Khavedamsa,Saturn,Sun,False,,,,,,,27.3
D40,Khavedamsa,Saturn,Moon,False,,,,,,,48.3
D40,Khavedamsa,Saturn,Mars,False,,,,,,,97.6
D40,Khavedamsa,Saturn,Mercury,False,,,,,,,-15.5
D40,Khavedamsa,Saturn,Jupiter,False,,,,,,,92.3
D40,Khavedamsa,Saturn,Venus,False,15.3[R],15.3,R,,,,-15.3
D40,Khavedamsa,Saturn,Saturn,True,13.7,13.7,K,,,13.7,3.6
D45,Akshavedamsa,Sun,Sun,True,11.5,11.5,K,,,11.5,27.3
D45,Akshavedamsa,Sun,Moon,False,0.1[G],0.1,G,,,,48.3
D45,Akshavedamsa,Sun,Mars,False,1.0[G],1.0,G,,,,97.6
D45,Akshavedamsa,Sun,Mercury,False,49.0[G],49.0,G,,,,44.5
D45,Akshavedamsa,Sun,Jupiter,False,,,,,,,92.3
D45,Akshavedamsa,Sun,Venus,False,,,,,,,-15.3
D45,Akshavedamsa,Sun,Saturn,False,,,,,,,5.6
D45,Akshavedamsa,Moon,Sun,False,8.8[G],8.8,G,,,,27.3
D45,Akshavedamsa,Moon,Moon,True,14.9,14.9,K,,,14.9,48.3
D45,Akshavedamsa,Moon,Mars,False,42.1[G],42.1,G,,,,97.6
D45,Akshavedamsa,Moon,Mercury,False,4.5[R],4.5,R,,,,44.5
D45,Akshavedamsa,Moon,Jupiter,False,34.0[G],34.0,G,,,,92.3
D45,Akshavedamsa,Moon,Venus,False,15.3[R],15.3,R,,,,-15.3
D45,Akshavedamsa,Moon,Saturn,False,18.8[R],18.8,R,,,,5.6
D45,Akshavedamsa,Mars,Sun,False,11.0[G],11.0,G,,,,27.3
D45,Akshavedamsa,Mars,Moon,False,,,,,,,48.3
D45,Akshavedamsa,Mars,Mars,True,14.1*2,14.1,K,,,14.1*2,97.6
D45,Akshavedamsa,Mars,Mercury,False,,,,,,,44.5
D45,Akshavedamsa,Mars,Jupiter,False,34.0[G],34.0,G,,,,92.3
D45,Akshavedamsa,Mars,Venus,False,,,,,,,-15.3
D45,Akshavedamsa,Mars,Saturn,False,16.7[R],16.7,R,,,,5.6
D45,Akshavedamsa,Mercury,Sun,False,,,,,,,27.3
D45,Akshavedamsa,Mercury,Moon,False,3.4[G],3.4,G,,,,48.3
D45,Akshavedamsa,Mercury,Mars,False,1.7[R],1.7,R,,,,97.6
D45,Akshavedamsa,Mercury,Mercury,True,16.3,16.3,K,,,16.3,44.5
D45,Akshavedamsa,Mercury,Jupiter,False,1.1[R],1.1,R,,,,92.3
D45,Akshavedamsa,Mercury,Venus,False,2.2[G],2.2,G,,,,-15.3
D45,Akshavedamsa,Mercury,Saturn,False,,,,,,,5.6
D45,Akshavedamsa,Jupiter,Sun,False,7.5[G],7.5,G,,,,27.3
D45,Akshavedamsa,Jupiter,Moon,False,44.7[G],44.7,G,,,,48.3
D45,Akshavedamsa,Jupiter,Mars,False,42.1[G],42.1,G,,,,97.6
D45,Akshavedamsa,Jupiter,Mercury,False,,,,,,,44.5
D45,Akshavedamsa,Jupiter,Jupiter,True,11.3,11.3,K,,,11.3,92.3
D45,Akshavedamsa,Jupiter,Venus,False,,,,,,,-15.3
D45,Akshavedamsa,Jupiter,Saturn,False,,,,,,,5.6
D45,Akshavedamsa,Venus,Sun,False,,,,,,,27.3
D45,Akshavedamsa,Venus,Moon,False,,,,,,,48.3
D45,Akshavedamsa,Venus,Mars,False,,,,,,,97.6
D45,Akshavedamsa,Venus,Mercury,False,,,,,,,44.5
D45,Akshavedamsa,Venus,Jupiter,False,8.8[R],8.8,R,,,,92.3
D45,Akshavedamsa,Venus,Venus,True,14.9,14.9,K,,,14.9,-15.3
D45,Akshavedamsa,Venus,Saturn,False,41.2[G],41.2,G,,,,5.6
D45,Akshavedamsa,Saturn,Sun,False,,,,,,,27.3
D45,Akshavedamsa,Saturn,Moon,False,,,,,,,48.3
D45,Akshavedamsa,Saturn,Mars,False,,,,,,,97.6
D45,Akshavedamsa,Saturn,Mercury,False,,,,,,,44.5
D45,Akshavedamsa,Saturn,Jupiter,False,,,,,,,92.3
D45,Akshavedamsa,Saturn,Venus,False,15.3[R],15.3,R,,,,-15.3
D45,Akshavedamsa,Saturn,Saturn,True,13.7,13.7,K,,,13.7,5.6
