Varga,Varga_Name,Giver,Receiver,Is_Diagonal,Raw_Text,Modifier_1,Color_1,Isolated_1,Modifier_2,Color_2,Isolated_2,Base_Shadbala,Net_Total
D27,Bhamsa,Moon,Venus,False,97.8[R] 257.0[R],97.8[R],R,257.0[R],,,,,192.3
D27,Bhamsa,Moon,Saturn,False,120.2[R] 116.1[R],120.2[R],R,116.1[R],,,,,316.1
D27,Bhamsa,Mars,Sun,False,83.3[G] +343.1[G],83.3[G],G,+343.1[G],,,,,457.6
D27,Bhamsa,Mars,Moon,False,,,,,,,,,670.6
D27,Bhamsa,Mars,Mars,True,319.4*2[K],,,,,,,319.4*2,905.0
D27,Bhamsa,Mars,Mercury,False,,,,,,,,,860.5
D27,Bhamsa,Mars,Jupiter,False,257.6[G] +522.2[G],257.6[G],G,+522.2[G],,,,,917.0
D27,Bhamsa,Mars,Venus,False,,,,,,,,,192.3
D27,Bhamsa,Mars,Saturn,False,126.5[R] 109.8[R],126.5[R],R,109.8[R],,,,,316.1
D27,Bhamsa,Mercury,Sun,False,,,,,,,,,457.6
D27,Bhamsa,Mercury,Moon,False,36.2[G] +321.9[G],36.2[G],G,+321.9[G],,,,,670.6
D27,Bhamsa,Mercury,Mars,False,18.1[R] 301.3[R],18.1[R],R,301.3[R],,,,,905.0
D27,Bhamsa,Mercury,Mercury,True,521.2[K],,,,,,,521.2,860.5
D27,Bhamsa,Mercury,Jupiter,False,11.7[R] 252.9[R],11.7[R],R,252.9[R],,,,,917.0
D27,Bhamsa,Mercury,Venus,False,23.4[G] +378.2[G],23.4[G],G,+378.2[G],,,,,192.3
D27,Bhamsa,Mercury,Saturn,False,,,,,,,,,316.1
D27,Bhamsa,Jupiter,Sun,False,58.3[G] +318.1[G],58.3[G],G,+318.1[G],,,,,457.6
D27,Bhamsa,Jupiter,Moon,False,347.3[G] +633.0[G],347.3[G],G,+633.0[G],,,,,670.6
D27,Bhamsa,Jupiter,Mars,False,327.1[G] +646.5[G],327.1[G],G,+646.5[G],,,,,905.0
D27,Bhamsa,Jupiter,Mercury,False,,,,,,,,,860.5
D27,Bhamsa,Jupiter,Jupiter,True,264.6[K],,,,,,,264.6,917.0
D27,Bhamsa,Jupiter,Venus,False,,,,,,,,,192.3
D27,Bhamsa,Jupiter,Saturn,False,,,,,,,,,316.1
D27,Bhamsa,Venus,Sun,False,,,,,,,,,457.6
D27,Bhamsa,Venus,Moon,False,,,,,,,,,670.6
D27,Bhamsa,Venus,Mars,False,,,,,,,,,905.0
D27,Bhamsa,Venus,Mercury,False,,,,,,,,,860.5
D27,Bhamsa,Venus,Jupiter,False,69.8[R] 194.8[R],69.8[R],R,194.8[R],,,,,917.0
D27,Bhamsa,Venus,Venus,True,354.8[K],,,,,,,354.8,192.3
D27,Bhamsa,Venus,Saturn,False,327.0[G] +563.3[G],327.0[G],G,+563.3[G],,,,,316.1
D27,Bhamsa,Saturn,Sun,False,,,,,,,,,457.6
D27,Bhamsa,Saturn,Moon,False,,,,,,,,,670.6
D27,Bhamsa,Saturn,Mars,False,,,,,,,,,905.0
D27,Bhamsa,Saturn,Mercury,False,,,,,,,,,860.5
D27,Bhamsa,Saturn,Jupiter,False,,,,,,,,,917.0
D27,Bhamsa,Saturn,Venus,False,87.8[R] 267.0[R],87.8[R],R,267.0[R],,,,,192.3
D27,Bhamsa,Saturn,Saturn,True,236.4[K],,,,,,,236.4,316.1
D30,Trimsamsa,Sun,Sun,True,171.2[K],,,,,,,171.2,301.8
D30,Trimsamsa,Sun,Moon,False,0.8[G] +273.1[G],0.8[G],G,+273.1[G],,,,,639.1
D30,Trimsamsa,Sun,Mars,False,7.5[G] +329.1[G],7.5[G],G,+329.1[G],,,,,911.9
D30,Trimsamsa,Sun,Mercury,False,450.6[R] 450.6[G] 187.8[R] +448.0[G],450.6[R],R,450.6[G],,,,,420.8
D30,Trimsamsa,Sun,Jupiter,False,,,,,,,,,941.3
D30,Trimsamsa,Sun,Venus,False,,,,,,,,,217.0
D30,Trimsamsa,Sun,Saturn,False,,,,,,,,,298.0
D30,Trimsamsa,Moon,Sun,False,37.1[G] +208.3[G],37.1[G],G,+208.3[G],,,,,301.8
D30,Trimsamsa,Moon,Moon,True,272.3[K],,,,,,,272.3,639.1
D30,Trimsamsa,Moon,Mars,False,271.6[G] +593.2[G],271.6[G],G,+593.2[G],,,,,911.9
D30,Trimsamsa,Moon,Mercury,False,26.8[R] 500.0[R],26.8[R],R,500.0[R],,,,,420.8
D30,Trimsamsa,Moon,Jupiter,False,222.4[G] +492.8[G],222.4[G],G,+492.8[G],,,,,941.3
D30,Trimsamsa,Moon,Venus,False,90.1[R] 274.2[R],90.1[R],R,274.2[R],,,,,217.0
D30,Trimsamsa,Moon,Saturn,False,124.6[R] 107.9[R],124.6[R],R,107.9[R],,,,,298.0
D30,Trimsamsa,Mars,Sun,False,54.6[G] +225.8[G],54.6[G],G,+225.8[G],,,,,301.8
D30,Trimsamsa,Mars,Moon,False,,,,,,,,,639.1
D30,Trimsamsa,Mars,Mars,True,321.6*2[K],,,,,,,321.6*2,911.9
D30,Trimsamsa,Mars,Mercury,False,,,,,,,,,420.8
D30,Trimsamsa,Mars,Jupiter,False,263.7[G] +534.1[G],263.7[G],G,+534.1[G],,,,,941.3
D30,Trimsamsa,Mars,Venus,False,,,,,,,,,217.0
D30,Trimsamsa,Mars,Saturn,False,131.1[R] 101.4[R],131.1[R],R,101.4[R],,,,,298.0
D30,Trimsamsa,Mercury,Sun,False,,,,,,,,,301.8
D30,Trimsamsa,Mercury,Moon,False,35.1[G] +307.4[G],35.1[G],G,+307.4[G],,,,,639.1
D30,Trimsamsa,Mercury,Mars,False,18.1[R] 303.5[R],18.1[R],R,303.5[R],,,,,911.9
D30,Trimsamsa,Mercury,Mercury,True,526.7[K],,,,,,,526.7,420.8
D30,Trimsamsa,Mercury,Jupiter,False,10.6[R] 259.8[R],10.6[R],R,259.8[R],,,,,941.3
D30,Trimsamsa,Mercury,Venus,False,23.4[G] +387.7[G],23.4[G],G,+387.7[G],,,,,217.0
D30,Trimsamsa,Mercury,Saturn,False,,,,,,,,,298.0
D30,Trimsamsa,Jupiter,Sun,False,38.1[G] +209.3[G],38.1[G],G,+209.3[G],,,,,301.8
D30,Trimsamsa,Jupiter,Moon,False,331.0[G] +603.3[G],331.0[G],G,+603.3[G],,,,,639.1
D30,Trimsamsa,Jupiter,Mars,False,330.2[G] +651.8[G],330.2[G],G,+651.8[G],,,,,911.9
D30,Trimsamsa,Jupiter,Mercury,False,,,,,,,,,420.8
D30,Trimsamsa,Jupiter,Jupiter,True,270.4[K],,,,,,,270.4,941.3
D30,Trimsamsa,Jupiter,Venus,False,,,,,,,,,217.0
D30,Trimsamsa,Jupiter,Saturn,False,,,,,,,,,298.0
D30,Trimsamsa,Venus,Sun,False,,,,,,,,,301.8
D30,Trimsamsa,Venus,Moon,False,,,,,,,,,639.1
D30,Trimsamsa,Venus,Mars,False,,,,,,,,,911.9
D30,Trimsamsa,Venus,Mercury,False,,,,,,,,,420.8
D30,Trimsamsa,Venus,Jupiter,False,68.3[R] 202.1[R],68.3[R],R,202.1[R],,,,,941.3
D30,Trimsamsa,Venus,Venus,True,364.3[K],,,,,,,364.3,217.0
D30,Trimsamsa,Venus,Saturn,False,321.4[G] +553.9[G],321.4[G],G,+553.9[G],,,,,298.0
D30,Trimsamsa,Saturn,Sun,False,,,,,,,,,301.8
D30,Trimsamsa,Saturn,Moon,False,,,,,,,,,639.1
D30,Trimsamsa,Saturn,Mars,False,,,,,,,,,911.9
D30,Trimsamsa,Saturn,Mercury,False,,,,,,,,,420.8
D30,Trimsamsa,Saturn,Jupiter,False,,,,,,,,,941.3
D30,Trimsamsa,Saturn,Venus,False,81.0[R] 283.3[R],81.0[R],R,283.3[R],,,,,217.0
D30,Trimsamsa,Saturn,Saturn,True,232.5[K],,,,,,,232.5,298.0
D40,Khavedamsa,Sun,Sun,True,259.7[K],,,,,,,259.7,457.6
D40,Khavedamsa,Sun,Moon,False,0.8[G] +286.5[G],0.8[G],G,+286.5[G],,,,,670.6
D40,Khavedamsa,Sun,Mars,False,7.5[G] +326.9[G],7.5[G],G,+326.9[G],,,,,905.0
D40,Khavedamsa,Sun,Mercury,False,450.6[R] 450.6[G] 187.8[R] +442.2[G],450.6[R],R,450.6[G],,,,,409.9
D40,Khavedamsa,Sun,Jupiter,False,,,,,,,,,917.0
D40,Khavedamsa,Sun,Venus,False,,,,,,,,,192.3
D40,Khavedamsa,Sun,Saturn,False,15.0[R] 221.3[R],15.0[R],R,221.3[R],,,,,301.3
D40,Khavedamsa,Moon,Sun,False,56.2[G] +316.0[G],56.2[G],G,+316.0[G],,,,,457.6
D40,Khavedamsa,Moon,Moon,True,285.7[K],,,,,,,285.7,670.6
D40,Khavedamsa,Moon,Mars,False,269.1[G] +588.5[G],269.1[G],G,+588.5[G],,,,,905.0
D40,Khavedamsa,Moon,Mercury,False,28.8[R] 492.2[R],28.8[R],R,492.2[R],,,,,409.9
D40,Khavedamsa,Moon,Jupiter,False,217.3[G] +481.9[G],217.3[G],G,+481.9[G],,,,,917.0
D40,Khavedamsa,Moon,Venus,False,97.8[R] 257.0[R],97.8[R],R,257.0[R],,,,,192.3
D40,Khavedamsa,Moon,Saturn,False,120.2[R] 116.1[R],120.2[R],R,116.1[R],,,,,301.3
D40,Khavedamsa,Mars,Sun,False,83.3[G] +343.1[G],83.3[G],G,+343.1[G],,,,,457.6
D40,Khavedamsa,Mars,Moon,False,,,,,,,,,670.6
D40,Khavedamsa,Mars,Mars,True,319.4*2[K],,,,,,,319.4*2,905.0
D40,Khavedamsa,Mars,Mercury,False,,,,,,,,,409.9
D40,Khavedamsa,Mars,Jupiter,False,257.6[G] +522.2[G],257.6[G],G,+522.2[G],,,,,917.0
D40,Khavedamsa,Mars,Venus,False,,,,,,,,,192.3
D40,Khavedamsa,Mars,Saturn,False,126.5[R] 109.8[R],126.5[R],R,109.8[R],,,,,301.3
D40,Khavedamsa,Mercury,Sun,False,,,,,,,,,457.6
D40,Khavedamsa,Mercury,Moon,False,36.2[G] +321.9[G],36.2[G],G,+321.9[G],,,,,670.6
D40,Khavedamsa,Mercury,Mars,False,18.1[R] 301.3[R],18.1[R],R,301.3[R],,,,,905.0
D40,Khavedamsa,Mercury,Mercury,True,521.2[K],,,,,,,521.2,409.9
D40,Khavedamsa,Mercury,Jupiter,False,11.7[R] 252.9[R],11.7[R],R,252.9[R],,,,,917.0
D40,Khavedamsa,Mercury,Venus,False,23.4[G] +378.2[G],23.4[G],G,+378.2[G],,,,,192.3
D40,Khavedamsa,Mercury,Saturn,False,,,,,,,,,301.3
D40,Khavedamsa,Jupiter,Sun,False,58.3[G] +318.1[G],58.3[G],G,+318.1[G],,,,,457.6
D40,Khavedamsa,Jupiter,Moon,False,347.3[G] +633.0[G],347.3[G],G,+633.0[G],,,,,670.6
D40,Khavedamsa,Jupiter,Mars,False,327.1[G] +646.5[G],327.1[G],G,+646.5[G],,,,,905.0
D40,Khavedamsa,Jupiter,Mercury,False,,,,,,,,,409.9
D40,Khavedamsa,Jupiter,Jupiter,True,264.6[K],,,,,,,264.6,917.0
D40,Khavedamsa,Jupiter,Venus,False,,,,,,,,,192.3
D40,Khavedamsa,Jupiter,Saturn,False,,,,,,,,,301.3
D40,Khavedamsa,Venus,Sun,False,,,,,,,,,457.6
D40,Khavedamsa,Venus,Moon,False,,,,,,,,,670.6
D40,Khavedamsa,Venus,Mars,False,,,,,,,,,905.0
D40,Khavedamsa,Venus,Mercury,False,,,,,,,,,409.9
D40,Khavedamsa,Venus,Jupiter,False,69.8[R] 194.8[R],69.8[R],R,194.8[R],,,,,917.0
D40,Khavedamsa,Venus,Venus,True,354.8[K],,,,,,,354.8,192.3
D40,Khavedamsa,Venus,Saturn,False,327.0[G] +563.3[G],327.0[G],G,+563.3[G],,,,,301.3
D40,Khavedamsa,Saturn,Sun,False,,,,,,,,,457.6
D40,Khavedamsa,Saturn,Moon,False,,,,,,,,,670.6
D40,Khavedamsa,Saturn,Mars,False,,,,,,,,,905.0
D40,Khavedamsa,Saturn,Mercury,False,,,,,,,,,409.9
D40,Khavedamsa,Saturn,Jupiter,False,,,,,,,,,917.0
D40,Khavedamsa,Saturn,Venus,False,87.8[R] 267.0[R],87.8[R],R,267.0[R],,,,,192.3
D40,Khavedamsa,Saturn,Saturn,True,236.4[K],,,,,,,236.4,301.3
D45,Akshavedamsa,Sun,Sun,True,259.7[K],,,,,,,259.7,457.6
D45,Akshavedamsa,Sun,Moon,False,0.8[G] +286.5[G],0.8[G],G,+286.5[G],,,,,670.6
D45,Akshavedamsa,Sun,Mars,False,7.5[G] +326.9[G],7.5[G],G,+326.9[G],,,,,905.0
D45,Akshavedamsa,Sun,Mercury,False,371.8[G] +892.8[G],371.8[G],G,+892.8[G],,,,,860.5
D45,Akshavedamsa,Sun,Jupiter,False,,,,,,,,,917.0
D45,Akshavedamsa,Sun,Venus,False,,,,,,,,,192.3
D45,Akshavedamsa,Sun,Saturn,False,,,,,,,,,316.1
D45,Akshavedamsa,Moon,Sun,False,56.2[G] +316.0[G],56.2[G],G,+316.0[G],,,,,457.6
D45,Akshavedamsa,Moon,Moon,True,285.7[K],,,,,,,285.7,670.6
D45,Akshavedamsa,Moon,Mars,False,269.1[G] +588.5[G],269.1[G],G,+588.5[G],,,,,905.0
D45,Akshavedamsa,Moon,Mercury,False,28.8[R] 492.2[R],28.8[R],R,492.2[R],,,,,860.5
D45,Akshavedamsa,Moon,Jupiter,False,217.3[G] +481.9[G],217.3[G],G,+481.9[G],,,,,917.0
D45,Akshavedamsa,Moon,Venus,False,97.8[R] 257.0[R],97.8[R],R,257.0[R],,,,,192.3
D45,Akshavedamsa,Moon,Saturn,False,120.2[R] 116.1[R],120.2[R],R,116.1[R],,,,,316.1
D45,Akshavedamsa,Mars,Sun,False,83.3[G] +343.1[G],83.3[G],G,+343.1[G],,,,,457.6
D45,Akshavedamsa,Mars,Moon,False,,,,,,,,,670.6
D45,Akshavedamsa,Mars,Mars,True,319.4*2[K],,,,,,,319.4*2,905.0
D45,Akshavedamsa,Mars,Mercury,False,,,,,,,,,860.5
D45,Akshavedamsa,Mars,Jupiter,False,257.6[G] +522.2[G],257.6[G],G,+522.2[G],,,,,917.0
D45,Akshavedamsa,Mars,Venus,False,,,,,,,,,192.3
D45,Akshavedamsa,Mars,Saturn,False,126.5[R] 109.8[R],126.5[R],R,109.8[R],,,,,316.1
D45,Akshavedamsa,Mercury,Sun,False,,,,,,,,,457.6
D45,Akshavedamsa,Mercury,Moon,False,36.2[G] +321.9[G],36.2[G],G,+321.9[G],,,,,670.6
D45,Akshavedamsa,Mercury,Mars,False,18.1[R] 301.3[R],18.1[R],R,301.3[R],,,,,905.0
D45,Akshavedamsa,Mercury,Mercury,True,521.2[K],,,,,,,521.2,860.5
D45,Akshavedamsa,Mercury,Jupiter,False,11.7[R] 252.9[R],11.7[R],R,252.9[R],,,,,917.0
D45,Akshavedamsa,Mercury,Venus,False,23.4[G] +378.2[G],23.4[G],G,+378.2[G],,,,,192.3
D45,Akshavedamsa,Mercury,Saturn,False,,,,,,,,,316.1
D45,Akshavedamsa,Jupiter,Sun,False,58.3[G] +318.1[G],58.3[G],G,+318.1[G],,,,,457.6
D45,Akshavedamsa,Jupiter,Moon,False,347.3[G] +633.0[G],347.3[G],G,+633.0[G],,,,,670.6
D45,Akshavedamsa,Jupiter,Mars,False,327.1[G] +646.5[G],327.1[G],G,+646.5[G],,,,,905.0
D45,Akshavedamsa,Jupiter,Mercury,False,,,,,,,,,860.5
D45,Akshavedamsa,Jupiter,Jupiter,True,264.6[K],,,,,,,264.6,917.0
D45,Akshavedamsa,Jupiter,Venus,False,,,,,,,,,192.3
D45,Akshavedamsa,Jupiter,Saturn,False,,,,,,,,,316.1
D45,Akshavedamsa,Venus,Sun,False,,,,,,,,,457.6
D45,Akshavedamsa,Venus,Moon,False,,,,,,,,,670.6
D45,Akshavedamsa,Venus,Mars,False,,,,,,,,,905.0
D45,Akshavedamsa,Venus,Mercury,False,,,,,,,,,860.5
D45,Akshavedamsa,Venus,Jupiter,False,69.8[R] 194.8[R],69.8[R],R,194.8[R],,,,,917.0
D45,Akshavedamsa,Venus,Venus,True,354.8[K],,,,,,,354.8,192.3
D45,Akshavedamsa,Venus,Saturn,False,327.0[G] +563.3[G],327.0[G],G,+563.3[G],,,,,316.1
D45,Akshavedamsa,Saturn,Sun,False,,,,,,,,,457.6
D45,Akshavedamsa,Saturn,Moon,False,,,,,,,,,670.6
D45,Akshavedamsa,Saturn,Mars,False,,,,,,,,,905.0
D45,Akshavedamsa,Saturn,Mercury,False,,,,,,,,,860.5
D45,Akshavedamsa,Saturn,Jupiter,False,,,,,,,,,917.0
D45,Akshavedamsa,Saturn,Venus,False,87.8[R] 267.0[R],87.8[R],R,267.0[R],,,,,192.3
D45,Akshavedamsa,Saturn,Saturn,True,236.4[K],,,,,,,236.4,316.1
D60,Shastiamsa,Sun,Sun,True,254.6[K],,,,,,,254.6,448.7
D60,Shastiamsa,Sun,Moon,False,0.8[G] +302.8[G],0.8[G],G,+302.8[G],,,,,708.8
D60,Shastiamsa,Sun,Mars,False,7.5[G] +344.4[G],7.5[G],G,+344.4[G],,,,,953.4
D60,Shastiamsa,Sun,Mercury,False,371.8[G] +874.6[G],371.8[G],G,+874.6[G],,,,,824.8
D60,Shastiamsa,Sun,Jupiter,False,,,,,,,,,951.1
D60,Shastiamsa,Sun,Venus,False,,,,,,,,,210.8
D60,Shastiamsa,Sun,Saturn,False,,,,,,,,,318.1
D60,Shastiamsa,Moon,Sun,False,55.6[G] +310.2[G],55.6[G],G,+310.2[G],,,,,448.7
D60,Shastiamsa,Moon,Moon,True,302.0[K],,,,,,,302.0,708.8
D60,Shastiamsa,Moon,Mars,False,284.4[G] +621.3[G],284.4[G],G,+621.3[G],,,,,953.4
D60,Shastiamsa,Moon,Mercury,False,33.2[R] 469.6[R],33.2[R],R,469.6[R],,,,,824.8
D60,Shastiamsa,Moon,Jupiter,False,224.3[G] +497.0[G],224.3[G],G,+497.0[G],,,,,951.1
D60,Shastiamsa,Moon,Venus,False,92.0[R] 269.9[R],92.0[R],R,269.9[R],,,,,210.8
D60,Shastiamsa,Moon,Saturn,False,120.2[R] 116.6[R],120.2[R],R,116.6[R],,,,,318.1
D60,Shastiamsa,Mars,Sun,False,81.8[G] +336.4[G],81.8[G],G,+336.4[G],,,,,448.7
D60,Shastiamsa,Mars,Moon,False,,,,,,,,,708.8
D60,Shastiamsa,Mars,Mars,True,337.0*2[K],,,,,,,337.0*2,953.4
D60,Shastiamsa,Mars,Mercury,False,,,,,,,,,824.8
D60,Shastiamsa,Mars,Jupiter,False,265.9[G] +538.6[G],265.9[G],G,+538.6[G],,,,,951.1
D60,Shastiamsa,Mars,Venus,False,,,,,,,,,210.8
D60,Shastiamsa,Mars,Saturn,False,126.5[R] 110.3[R],126.5[R],R,110.3[R],,,,,318.1
D60,Shastiamsa,Mercury,Sun,False,,,,,,,,,448.7
D60,Shastiamsa,Mercury,Moon,False,38.3[G] +340.3[G],38.3[G],G,+340.3[G],,,,,708.8
D60,Shastiamsa,Mercury,Mars,False,16.0[R] 320.9[R],16.0[R],R,320.9[R],,,,,953.4
D60,Shastiamsa,Mercury,Mercury,True,502.8[K],,,,,,,502.8,824.8
D60,Shastiamsa,Mercury,Jupiter,False,10.6[R] 262.1[R],10.6[R],R,262.1[R],,,,,951.1
D60,Shastiamsa,Mercury,Venus,False,23.4[G] +385.3[G],23.4[G],G,+385.3[G],,,,,210.8
D60,Shastiamsa,Mercury,Saturn,False,,,,,,,,,318.1
D60,Shastiamsa,Jupiter,Sun,False,56.7[G] +311.3[G],56.7[G],G,+311.3[G],,,,,448.7
D60,Shastiamsa,Jupiter,Moon,False,367.5[G] +669.5[G],367.5[G],G,+669.5[G],,,,,708.8
D60,Shastiamsa,Jupiter,Mars,False,345.8[G] +682.7[G],345.8[G],G,+682.7[G],,,,,953.4
D60,Shastiamsa,Jupiter,Mercury,False,,,,,,,,,824.8
D60,Shastiamsa,Jupiter,Jupiter,True,272.7[K],,,,,,,272.7,951.1
D60,Shastiamsa,Jupiter,Venus,False,,,,,,,,,210.8
D60,Shastiamsa,Jupiter,Saturn,False,,,,,,,,,318.1
D60,Shastiamsa,Venus,Sun,False,,,,,,,,,448.7
D60,Shastiamsa,Venus,Moon,False,,,,,,,,,708.8
D60,Shastiamsa,Venus,Mars,False,,,,,,,,,953.4
D60,Shastiamsa,Venus,Mercury,False,,,,,,,,,824.8
D60,Shastiamsa,Venus,Jupiter,False,67.5[R] 205.2[R],67.5[R],R,205.2[R],,,,,951.1
D60,Shastiamsa,Venus,Venus,True,361.9[K],,,,,,,361.9,210.8
D60,Shastiamsa,Venus,Saturn,False,327.8[G] +564.6[G],327.8[G],G,+564.6[G],,,,,318.1
D60,Shastiamsa,Saturn,Sun,False,,,,,,,,,448.7
D60,Shastiamsa,Saturn,Moon,False,,,,,,,,,708.8
D60,Shastiamsa,Saturn,Mars,False,,,,,,,,,953.4
D60,Shastiamsa,Saturn,Mercury,False,,,,,,,,,824.8
D60,Shastiamsa,Saturn,Jupiter,False,,,,,,,,,951.1
D60,Shastiamsa,Saturn,Venus,False,82.7[R] 279.2[R],82.7[R],R,279.2[R],,,,,210.8
D60,Shastiamsa,Saturn,Saturn,True,236.8[K],,,,,,,236.8,318.1
