Varga,Varga_Name,Giver,Receiver,Is_Diagonal,Raw_Text,Modifier_1,Color_1,Isolated_1,Modifier_2,Color_2,Isolated_2,Base_Shadbala,Net_Total
D1,Rasi,Sun,Sun,True,450.6[K],,,,,,,450.6,794.2
D1,Rasi,Sun,Moon,False,1.3[G] +384.7[G],1.3[G],G,+384.7[G],,,,,900.1
D1,Rasi,Sun,Mars,False,10.2[G] +464.8[G],10.2[G],G,+464.8[G],,,,,1252.7
D1,Rasi,Sun,Mercury,False,450.6[R] 450.6[G] 187.8[R] +1089.1[G],450.6[R],R,450.6[G],,,,,483.5
D1,Rasi,Sun,Jupiter,False,,,,,,,,,1116.6
D1,Rasi,Sun,Venus,False,55.3[R] 420.9[R],55.3[R],R,420.9[R],,,,,-276.1
D1,Rasi,Sun,Saturn,False,14.9[R] 329.6[R],14.9[R],R,329.6[R],,,,,18.3
D1,Rasi,Moon,Sun,False,98.0[G] +548.7[G],98.0[G],G,+548.7[G],,,,,794.2
D1,Rasi,Moon,Moon,True,383.5[K],,,,,,,383.5,900.1
D1,Rasi,Moon,Mars,False,383.5[G] +838.1[G],383.5[G],G,+838.1[G],,,,,1252.7
D1,Rasi,Moon,Mercury,False,154.9[R] 483.5[R],154.9[R],R,483.5[R],,,,,483.5
D1,Rasi,Moon,Jupiter,False,383.5[G] +849.7[G],383.5[G],G,+849.7[G],,,,,1116.6
D1,Rasi,Moon,Venus,False,383.5[R] 92.8[R],383.5[R],R,92.8[R],,,,,-276.1
D1,Rasi,Moon,Saturn,False,383.5[R] -39.0[R],383.5[R],R,-39.0[R],,,,,18.3
D1,Rasi,Mars,Sun,False,144.5[G] +595.2[G],144.5[G],G,+595.2[G],,,,,794.2
D1,Rasi,Mars,Moon,False,454.6[B] 383.5[B],454.6[B],B,383.5[B],,,,,900.1
D1,Rasi,Mars,Mars,True,454.6*2[K],,,,,,,454.6*2,1252.7
D1,Rasi,Mars,Mercury,False,245.7[B] 638.5[B],245.7[B],B,638.5[B],,,,,483.5
D1,Rasi,Mars,Jupiter,False,454.6[G] +920.8[G],454.6[G],G,+920.8[G],,,,,1116.6
D1,Rasi,Mars,Venus,False,322.4[B] 476.2[B],322.4[B],B,476.2[B],,,,,-276.1
D1,Rasi,Mars,Saturn,False,404.0[R] -59.5[R],404.0[R],R,-59.5[R],,,,,18.3
D1,Rasi,Mercury,Sun,False,638.5[B] 450.6[B],638.5[B],B,450.6[B],,,,,794.2
D1,Rasi,Mercury,Moon,False,49.2[G] +432.6[G],49.2[G],G,+432.6[G],,,,,900.1
D1,Rasi,Mercury,Mars,False,61.8[R] 392.8[R],61.8[R],R,392.8[R],,,,,1252.7
D1,Rasi,Mercury,Mercury,True,638.5[K],,,,,,,638.5,483.5
D1,Rasi,Mercury,Jupiter,False,26.1[R] 440.1[R],26.1[R],R,440.1[R],,,,,1116.6
D1,Rasi,Mercury,Venus,False,31.0[G] +507.2[G],31.0[G],G,+507.2[G],,,,,-276.1
D1,Rasi,Mercury,Saturn,False,,,,,,,,,18.3
D1,Rasi,Jupiter,Sun,False,101.0[G] +551.7[G],101.0[G],G,+551.7[G],,,,,794.2
D1,Rasi,Jupiter,Moon,False,466.2[G] +849.7[G],466.2[G],G,+849.7[G],,,,,900.1
D1,Rasi,Jupiter,Mars,False,466.2[G] +920.8[G],466.2[G],G,+920.8[G],,,,,1252.7
D1,Rasi,Jupiter,Mercury,False,154.7[B] 638.5[B],154.7[B],B,638.5[B],,,,,483.5
D1,Rasi,Jupiter,Jupiter,True,466.2[K],,,,,,,466.2,1116.6
D1,Rasi,Jupiter,Venus,False,391.4[B] 476.2[B],391.4[B],B,476.2[B],,,,,-276.1
D1,Rasi,Jupiter,Saturn,False,349.4[B] 344.5[B],349.4[B],B,344.5[B],,,,,18.3
D1,Rasi,Venus,Sun,False,,,,,,,,,794.2
D1,Rasi,Venus,Moon,False,178.9[B] 383.5[B],178.9[B],B,383.5[B],,,,,900.1
D1,Rasi,Venus,Mars,False,188.3[B] 454.6[B],188.3[B],B,454.6[B],,,,,1252.7
D1,Rasi,Venus,Mercury,False,,,,,,,,,483.5
D1,Rasi,Venus,Jupiter,False,161.6[R] 304.6[R],161.6[R],R,304.6[R],,,,,1116.6
D1,Rasi,Venus,Venus,True,476.2[K],,,,,,,476.2,-276.1
D1,Rasi,Venus,Saturn,False,476.2[G] +820.7[G],476.2[G],G,+820.7[G],,,,,18.3
D1,Rasi,Saturn,Sun,False,,,,,,,,,794.2
D1,Rasi,Saturn,Moon,False,319.8[B] 383.5[B],319.8[B],B,383.5[B],,,,,900.1
D1,Rasi,Saturn,Mars,False,306.1[B] 454.6[B],306.1[B],B,454.6[B],,,,,1252.7
D1,Rasi,Saturn,Mercury,False,,,,,,,,,483.5
D1,Rasi,Saturn,Jupiter,False,344.1[B] 466.2[B],344.1[B],B,466.2[B],,,,,1116.6
D1,Rasi,Saturn,Venus,False,344.5[R] 131.7[R],344.5[R],R,131.7[R],,,,,-276.1
D1,Rasi,Saturn,Saturn,True,344.5[K],,,,,,,344.5,18.3
D2,Hora,Sun,Sun,True,171.2[K],,,,,,,171.2,301.8
D2,Hora,Sun,Moon,False,0.8[G] +273.1[G],0.8[G],G,+273.1[G],,,,,639.1
D2,Hora,Sun,Mars,False,7.5[G] +329.1[G],7.5[G],G,+329.1[G],,,,,911.9
D2,Hora,Sun,Mercury,False,450.6[R] 450.6[G] 187.8[R] +448.0[G],450.6[R],R,450.6[G],,,,,420.8
D2,Hora,Sun,Jupiter,False,,,,,,,,,941.3
D2,Hora,Sun,Venus,False,,,,,,,,,217.0
D2,Hora,Sun,Saturn,False,,,,,,,,,298.0
D2,Hora,Moon,Sun,False,37.1[G] +208.3[G],37.1[G],G,+208.3[G],,,,,301.8
D2,Hora,Moon,Moon,True,272.3[K],,,,,,,272.3,639.1
D2,Hora,Moon,Mars,False,271.6[G] +593.2[G],271.6[G],G,+593.2[G],,,,,911.9
D2,Hora,Moon,Mercury,False,26.8[R] 500.0[R],26.8[R],R,500.0[R],,,,,420.8
D2,Hora,Moon,Jupiter,False,222.4[G] +492.8[G],222.4[G],G,+492.8[G],,,,,941.3
D2,Hora,Moon,Venus,False,90.1[R] 274.2[R],90.1[R],R,274.2[R],,,,,217.0
D2,Hora,Moon,Saturn,False,124.6[R] 107.9[R],124.6[R],R,107.9[R],,,,,298.0
D2,Hora,Mars,Sun,False,54.6[G] +225.8[G],54.6[G],G,+225.8[G],,,,,301.8
D2,Hora,Mars,Moon,False,,,,,,,,,639.1
D2,Hora,Mars,Mars,True,321.6*2[K],,,,,,,321.6*2,911.9
D2,Hora,Mars,Mercury,False,,,,,,,,,420.8
D2,Hora,Mars,Jupiter,False,263.7[G] +534.1[G],263.7[G],G,+534.1[G],,,,,941.3
D2,Hora,Mars,Venus,False,,,,,,,,,217.0
D2,Hora,Mars,Saturn,False,131.1[R] 101.4[R],131.1[R],R,101.4[R],,,,,298.0
D2,Hora,Mercury,Sun,False,,,,,,,,,301.8
D2,Hora,Mercury,Moon,False,35.1[G] +307.4[G],35.1[G],G,+307.4[G],,,,,639.1
D2,Hora,Mercury,Mars,False,18.1[R] 303.5[R],18.1[R],R,303.5[R],,,,,911.9
D2,Hora,Mercury,Mercury,True,526.7[K],,,,,,,526.7,420.8
D2,Hora,Mercury,Jupiter,False,10.6[R] 259.8[R],10.6[R],R,259.8[R],,,,,941.3
D2,Hora,Mercury,Venus,False,23.4[G] +387.7[G],23.4[G],G,+387.7[G],,,,,217.0
D2,Hora,Mercury,Saturn,False,,,,,,,,,298.0
D2,Hora,Jupiter,Sun,False,38.1[G] +209.3[G],38.1[G],G,+209.3[G],,,,,301.8
D2,Hora,Jupiter,Moon,False,331.0[G] +603.3[G],331.0[G],G,+603.3[G],,,,,639.1
D2,Hora,Jupiter,Mars,False,330.2[G] +651.8[G],330.2[G],G,+651.8[G],,,,,911.9
D2,Hora,Jupiter,Mercury,False,,,,,,,,,420.8
D2,Hora,Jupiter,Jupiter,True,270.4[K],,,,,,,270.4,941.3
D2,Hora,Jupiter,Venus,False,,,,,,,,,217.0
D2,Hora,Jupiter,Saturn,False,,,,,,,,,298.0
D2,Hora,Venus,Sun,False,,,,,,,,,301.8
D2,Hora,Venus,Moon,False,,,,,,,,,639.1
D2,Hora,Venus,Mars,False,,,,,,,,,911.9
D2,Hora,Venus,Mercury,False,,,,,,,,,420.8
D2,Hora,Venus,Jupiter,False,68.3[R] 202.1[R],68.3[R],R,202.1[R],,,,,941.3
D2,Hora,Venus,Venus,True,364.3[K],,,,,,,364.3,217.0
D2,Hora,Venus,Saturn,False,321.4[G] +553.9[G],321.4[G],G,+553.9[G],,,,,298.0
D2,Hora,Saturn,Sun,False,,,,,,,,,301.8
D2,Hora,Saturn,Moon,False,,,,,,,,,639.1
D2,Hora,Saturn,Mars,False,,,,,,,,,911.9
D2,Hora,Saturn,Mercury,False,,,,,,,,,420.8
D2,Hora,Saturn,Jupiter,False,,,,,,,,,941.3
D2,Hora,Saturn,Venus,False,81.0[R] 283.3[R],81.0[R],R,283.3[R],,,,,217.0
D2,Hora,Saturn,Saturn,True,232.5[K],,,,,,,232.5,298.0
D3,Drekkana,Sun,Sun,True,171.2[K],,,,,,,171.2,301.8
D3,Drekkana,Sun,Moon,False,0.8[G] +273.1[G],0.8[G],G,+273.1[G],,,,,639.1
D3,Drekkana,Sun,Mars,False,7.5[G] +329.1[G],7.5[G],G,+329.1[G],,,,,911.9
D3,Drekkana,Sun,Mercury,False,371.8[G] +898.6[G],371.8[G],G,+898.6[G],,,,,871.4
D3,Drekkana,Sun,Jupiter,False,,,,,,,,,941.3
D3,Drekkana,Sun,Venus,False,,,,,,,,,217.0
D3,Drekkana,Sun,Saturn,False,,,,,,,,,298.0
D3,Drekkana,Moon,Sun,False,37.1[G] +208.3[G],37.1[G],G,+208.3[G],,,,,301.8
D3,Drekkana,Moon,Moon,True,272.3[K],,,,,,,272.3,639.1
D3,Drekkana,Moon,Mars,False,271.6[G] +593.2[G],271.6[G],G,+593.2[G],,,,,911.9
D3,Drekkana,Moon,Mercury,False,26.8[R] 500.0[R],26.8[R],R,500.0[R],,,,,871.4
D3,Drekkana,Moon,Jupiter,False,222.4[G] +492.8[G],222.4[G],G,+492.8[G],,,,,941.3
D3,Drekkana,Moon,Venus,False,90.1[R] 274.2[R],90.1[R],R,274.2[R],,,,,217.0
D3,Drekkana,Moon,Saturn,False,124.6[R] 107.9[R],124.6[R],R,107.9[R],,,,,298.0
D3,Drekkana,Mars,Sun,False,54.6[G] +225.8[G],54.6[G],G,+225.8[G],,,,,301.8
D3,Drekkana,Mars,Moon,False,,,,,,,,,639.1
D3,Drekkana,Mars,Mars,True,321.6*2[K],,,,,,,321.6*2,911.9
D3,Drekkana,Mars,Mercury,False,,,,,,,,,871.4
D3,Drekkana,Mars,Jupiter,False,263.7[G] +534.1[G],263.7[G],G,+534.1[G],,,,,941.3
D3,Drekkana,Mars,Venus,False,,,,,,,,,217.0
D3,Drekkana,Mars,Saturn,False,131.1[R] 101.4[R],131.1[R],R,101.4[R],,,,,298.0
D3,Drekkana,Mercury,Sun,False,,,,,,,,,301.8
D3,Drekkana,Mercury,Moon,False,35.1[G] +307.4[G],35.1[G],G,+307.4[G],,,,,639.1
D3,Drekkana,Mercury,Mars,False,18.1[R] 303.5[R],18.1[R],R,303.5[R],,,,,911.9
D3,Drekkana,Mercury,Mercury,True,526.7[K],,,,,,,526.7,871.4
D3,Drekkana,Mercury,Jupiter,False,10.6[R] 259.8[R],10.6[R],R,259.8[R],,,,,941.3
D3,Drekkana,Mercury,Venus,False,23.4[G] +387.7[G],23.4[G],G,+387.7[G],,,,,217.0
D3,Drekkana,Mercury,Saturn,False,,,,,,,,,298.0
D3,Drekkana,Jupiter,Sun,False,38.1[G] +209.3[G],38.1[G],G,+209.3[G],,,,,301.8
D3,Drekkana,Jupiter,Moon,False,331.0[G] +603.3[G],331.0[G],G,+603.3[G],,,,,639.1
D3,Drekkana,Jupiter,Mars,False,330.2[G] +651.8[G],330.2[G],G,+651.8[G],,,,,911.9
D3,Drekkana,Jupiter,Mercury,False,,,,,,,,,871.4
D3,Drekkana,Jupiter,Jupiter,True,270.4[K],,,,,,,270.4,941.3
D3,Drekkana,Jupiter,Venus,False,,,,,,,,,217.0
D3,Drekkana,Jupiter,Saturn,False,,,,,,,,,298.0
D3,Drekkana,Venus,Sun,False,,,,,,,,,301.8
D3,Drekkana,Venus,Moon,False,,,,,,,,,639.1
D3,Drekkana,Venus,Mars,False,,,,,,,,,911.9
D3,Drekkana,Venus,Mercury,False,,,,,,,,,871.4
D3,Drekkana,Venus,Jupiter,False,68.3[R] 202.1[R],68.3[R],R,202.1[R],,,,,941.3
D3,Drekkana,Venus,Venus,True,364.3[K],,,,,,,364.3,217.0
D3,Drekkana,Venus,Saturn,False,321.4[G] +553.9[G],321.4[G],G,+553.9[G],,,,,298.0
D3,Drekkana,Saturn,Sun,False,,,,,,,,,301.8
D3,Drekkana,Saturn,Moon,False,,,,,,,,,639.1
D3,Drekkana,Saturn,Mars,False,,,,,,,,,911.9
D3,Drekkana,Saturn,Mercury,False,,,,,,,,,871.4
D3,Drekkana,Saturn,Jupiter,False,,,,,,,,,941.3
D3,Drekkana,Saturn,Venus,False,81.0[R] 283.3[R],81.0[R],R,283.3[R],,,,,217.0
D3,Drekkana,Saturn,Saturn,True,232.5[K],,,,,,,232.5,298.0
D4,Chaturthamsa,Sun,Sun,True,259.7[K],,,,,,,259.7,457.6
D4,Chaturthamsa,Sun,Moon,False,0.8[G] +286.5[G],0.8[G],G,+286.5[G],,,,,670.6
D4,Chaturthamsa,Sun,Mars,False,7.5[G] +326.9[G],7.5[G],G,+326.9[G],,,,,905.0
D4,Chaturthamsa,Sun,Mercury,False,450.6[R] 450.6[G] 187.8[R] +442.2[G],450.6[R],R,450.6[G],,,,,409.9
D4,Chaturthamsa,Sun,Jupiter,False,,,,,,,,,917.0
D4,Chaturthamsa,Sun,Venus,False,,,,,,,,,192.3
D4,Chaturthamsa,Sun,Saturn,False,,,,,,,,,316.1
D4,Chaturthamsa,Moon,Sun,False,56.2[G] +316.0[G],56.2[G],G,+316.0[G],,,,,457.6
D4,Chaturthamsa,Moon,Moon,True,285.7[K],,,,,,,285.7,670.6
D4,Chaturthamsa,Moon,Mars,False,269.1[G] +588.5[G],269.1[G],G,+588.5[G],,,,,905.0
D4,Chaturthamsa,Moon,Mercury,False,28.8[R] 492.2[R],28.8[R],R,492.2[R],,,,,409.9
D4,Chaturthamsa,Moon,Jupiter,False,217.3[G] +481.9[G],217.3[G],G,+481.9[G],,,,,917.0
D4,Chaturthamsa,Moon,Venus,False,97.8[R] 257.0[R],97.8[R],R,257.0[R],,,,,192.3
D4,Chaturthamsa,Moon,Saturn,False,120.2[R] 116.1[R],120.2[R],R,116.1[R],,,,,316.1
D4,Chaturthamsa,Mars,Sun,False,83.3[G] +343.1[G],83.3[G],G,+343.1[G],,,,,457.6
D4,Chaturthamsa,Mars,Moon,False,,,,,,,,,670.6
D4,Chaturthamsa,Mars,Mars,True,319.4*2[K],,,,,,,319.4*2,905.0
D4,Chaturthamsa,Mars,Mercury,False,,,,,,,,,409.9
D4,Chaturthamsa,Mars,Jupiter,False,257.6[G] +522.2[G],257.6[G],G,+522.2[G],,,,,917.0
D4,Chaturthamsa,Mars,Venus,False,,,,,,,,,192.3
D4,Chaturthamsa,Mars,Saturn,False,126.5[R] 109.8[R],126.5[R],R,109.8[R],,,,,316.1
D4,Chaturthamsa,Mercury,Sun,False,,,,,,,,,457.6
D4,Chaturthamsa,Mercury,Moon,False,36.2[G] +321.9[G],36.2[G],G,+321.9[G],,,,,670.6
D4,Chaturthamsa,Mercury,Mars,False,18.1[R] 301.3[R],18.1[R],R,301.3[R],,,,,905.0
D4,Chaturthamsa,Mercury,Mercury,True,521.2[K],,,,,,,521.2,409.9
D4,Chaturthamsa,Mercury,Jupiter,False,11.7[R] 252.9[R],11.7[R],R,252.9[R],,,,,917.0
D4,Chaturthamsa,Mercury,Venus,False,23.4[G] +378.2[G],23.4[G],G,+378.2[G],,,,,192.3
D4,Chaturthamsa,Mercury,Saturn,False,,,,,,,,,316.1
D4,Chaturthamsa,Jupiter,Sun,False,58.3[G] +318.1[G],58.3[G],G,+318.1[G],,,,,457.6
D4,Chaturthamsa,Jupiter,Moon,False,347.3[G] +633.0[G],347.3[G],G,+633.0[G],,,,,670.6
D4,Chaturthamsa,Jupiter,Mars,False,327.1[G] +646.5[G],327.1[G],G,+646.5[G],,,,,905.0
D4,Chaturthamsa,Jupiter,Mercury,False,,,,,,,,,409.9
D4,Chaturthamsa,Jupiter,Jupiter,True,264.6[K],,,,,,,264.6,917.0
D4,Chaturthamsa,Jupiter,Venus,False,,,,,,,,,192.3
D4,Chaturthamsa,Jupiter,Saturn,False,,,,,,,,,316.1
D4,Chaturthamsa,Venus,Sun,False,,,,,,,,,457.6
D4,Chaturthamsa,Venus,Moon,False,,,,,,,,,670.6
D4,Chaturthamsa,Venus,Mars,False,,,,,,,,,905.0
D4,Chaturthamsa,Venus,Mercury,False,,,,,,,,,409.9
D4,Chaturthamsa,Venus,Jupiter,False,69.8[R] 194.8[R],69.8[R],R,194.8[R],,,,,917.0
D4,Chaturthamsa,Venus,Venus,True,354.8[K],,,,,,,354.8,192.3
D4,Chaturthamsa,Venus,Saturn,False,327.0[G] +563.3[G],327.0[G],G,+563.3[G],,,,,316.1
D4,Chaturthamsa,Saturn,Sun,False,,,,,,,,,457.6
D4,Chaturthamsa,Saturn,Moon,False,,,,,,,,,670.6
D4,Chaturthamsa,Saturn,Mars,False,,,,,,,,,905.0
D4,Chaturthamsa,Saturn,Mercury,False,,,,,,,,,409.9
D4,Chaturthamsa,Saturn,Jupiter,False,,,,,,,,,917.0
D4,Chaturthamsa,Saturn,Venus,False,87.8[R] 267.0[R],87.8[R],R,267.0[R],,,,,192.3
D4,Chaturthamsa,Saturn,Saturn,True,236.4[K],,,,,,,236.4,316.1
D7,Saptamsa,Sun,Sun,True,205.0[K],,,,,,,205.0,361.4
D7,Saptamsa,Sun,Moon,False,0.8[G] +282.7[G],0.8[G],G,+282.7[G],,,,,661.6
D7,Saptamsa,Sun,Mars,False,8.3[G] +366.3[G],8.3[G],G,+366.3[G],,,,,1022.0
D7,Saptamsa,Sun,Mercury,False,371.8[G] +890.6[G],371.8[G],G,+890.6[G],,,,,855.9
D7,Saptamsa,Sun,Jupiter,False,,,,,,,,,941.3
D7,Saptamsa,Sun,Venus,False,,,,,,,,,170.6
D7,Saptamsa,Sun,Saturn,False,,,,,,,,,368.4
D7,Saptamsa,Moon,Sun,False,44.7[G] +249.7[G],44.7[G],G,+249.7[G],,,,,361.4
D7,Saptamsa,Moon,Moon,True,291.8[K],,,,,,,291.8,661.6
D7,Saptamsa,Moon,Mars,False,302.3[G] +660.3[G],302.3[G],G,+660.3[G],,,,,1022.0
D7,Saptamsa,Moon,Mercury,False,28.8[R] 490.0[R],28.8[R],R,490.0[R],,,,,855.9
D7,Saptamsa,Moon,Jupiter,False,222.4[G] +492.8[G],222.4[G],G,+492.8[G],,,,,941.3
D7,Saptamsa,Moon,Venus,False,104.2[R] 242.2[R],104.2[R],R,242.2[R],,,,,170.6
D7,Saptamsa,Moon,Saturn,False,108.0[R] 139.7[R],108.0[R],R,139.7[R],,,,,368.4
D7,Saptamsa,Mars,Sun,False,65.9[G] +270.9[G],65.9[G],G,+270.9[G],,,,,361.4
D7,Saptamsa,Mars,Moon,False,,,,,,,,,661.6
D7,Saptamsa,Mars,Mars,True,358.0*2[K],,,,,,,358.0*2,1022.0
D7,Saptamsa,Mars,Mercury,False,,,,,,,,,855.9
D7,Saptamsa,Mars,Jupiter,False,263.7[G] +534.1[G],263.7[G],G,+534.1[G],,,,,941.3
D7,Saptamsa,Mars,Venus,False,,,,,,,,,170.6
D7,Saptamsa,Mars,Saturn,False,113.7[R] 134.0[R],113.7[R],R,134.0[R],,,,,368.4
D7,Saptamsa,Mercury,Sun,False,,,,,,,,,361.4
D7,Saptamsa,Mercury,Moon,False,36.2[G] +318.1[G],36.2[G],G,+318.1[G],,,,,661.6
D7,Saptamsa,Mercury,Mars,False,12.8[R] 345.2[R],12.8[R],R,345.2[R],,,,,1022.0
D7,Saptamsa,Mercury,Mercury,True,512.6[K],,,,,,,512.6,855.9
D7,Saptamsa,Mercury,Jupiter,False,10.6[R] 259.8[R],10.6[R],R,259.8[R],,,,,941.3
D7,Saptamsa,Mercury,Venus,False,22.3[G] +368.7[G],22.3[G],G,+368.7[G],,,,,170.6
D7,Saptamsa,Mercury,Saturn,False,,,,,,,,,368.4
D7,Saptamsa,Jupiter,Sun,False,45.8[G] +250.8[G],45.8[G],G,+250.8[G],,,,,361.4
D7,Saptamsa,Jupiter,Moon,False,342.7[G] +624.6[G],342.7[G],G,+624.6[G],,,,,661.6
D7,Saptamsa,Jupiter,Mars,False,367.5[G] +725.5[G],367.5[G],G,+725.5[G],,,,,1022.0
D7,Saptamsa,Jupiter,Mercury,False,,,,,,,,,855.9
D7,Saptamsa,Jupiter,Jupiter,True,270.4[K],,,,,,,270.4,941.3
D7,Saptamsa,Jupiter,Venus,False,,,,,,,,,170.6
D7,Saptamsa,Jupiter,Saturn,False,,,,,,,,,368.4
D7,Saptamsa,Venus,Sun,False,,,,,,,,,361.4
D7,Saptamsa,Venus,Moon,False,,,,,,,,,661.6
D7,Saptamsa,Venus,Mars,False,,,,,,,,,1022.0
D7,Saptamsa,Venus,Mercury,False,,,,,,,,,855.9
D7,Saptamsa,Venus,Jupiter,False,68.3[R] 202.1[R],68.3[R],R,202.1[R],,,,,941.3
D7,Saptamsa,Venus,Venus,True,346.4[K],,,,,,,346.4,170.6
D7,Saptamsa,Venus,Saturn,False,342.1[G] +589.8[G],342.1[G],G,+589.8[G],,,,,368.4
D7,Saptamsa,Saturn,Sun,False,,,,,,,,,361.4
D7,Saptamsa,Saturn,Moon,False,,,,,,,,,661.6
D7,Saptamsa,Saturn,Mars,False,,,,,,,,,1022.0
D7,Saptamsa,Saturn,Mercury,False,,,,,,,,,855.9
D7,Saptamsa,Saturn,Jupiter,False,,,,,,,,,941.3
D7,Saptamsa,Saturn,Venus,False,93.6[R] 252.8[R],93.6[R],R,252.8[R],,,,,170.6
D7,Saptamsa,Saturn,Saturn,True,241.6[K],,,,,,,241.6,368.4
D9,Navamsa,Sun,Sun,True,171.2[K],,,,,,,171.2,301.8
D9,Navamsa,Sun,Moon,False,0.8[G] +273.1[G],0.8[G],G,+273.1[G],,,,,639.1
D9,Navamsa,Sun,Mars,False,7.5[G] +329.1[G],7.5[G],G,+329.1[G],,,,,911.9
D9,Navamsa,Sun,Mercury,False,450.6[R] 450.6[G] 187.8[R] +448.0[G],450.6[R],R,450.6[G],,,,,420.8
D9,Navamsa,Sun,Jupiter,False,,,,,,,,,941.3
D9,Navamsa,Sun,Venus,False,,,,,,,,,217.0
